price,milage,transmission_type,first_registration,recent_hu,power,extras
5199,188000,Automatik,09/1999,09/2022,170,"[""ABS"", ""Sitzheizung"", ""Tuner/Radio""]"
7199,289500,Automatik,06/2002,02/2023,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
15499,146600,Schaltgetriebe,07/2003,02/2023,231,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
6790,168000,Schaltgetriebe,09/2003,07/2022,142,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
5390,117660,Schaltgetriebe,01/2004,03/2021,142,"[""ABS"", ""Ambiente-Beleuchtung"", ""Bi-Xenon Scheinwerfer"", ""Bluetooth"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Schl\\xc3\\xbcssellose Zentralverriegelung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Tagfahrlicht"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
4500,136000,Schaltgetriebe,10/2001,unknown,170,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Servolenkung"", ""Skisack"", ""Sommerreifen"", ""Traktionskontrolle"", ""Zentralverriegelung""]"
1000,292730,Schaltgetriebe,03/1995,09/2021,102,"[""ABS"", ""Elektr. Wegfahrsperre"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Servolenkung"", ""Zentralverriegelung""]"
1000,282630,Schaltgetriebe,07/1998,12/2022,102,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
6666,233000,Automatik,03/2003,unknown,191,"[""ABS"", ""Alarmanlage"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Armlehne"", ""Bi-Xenon Scheinwerfer"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Geschwindigkeitsbegrenzer"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Kurvenlicht"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Lordosenst\\xc3\\xbctze"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Regensensor"", ""Schaltwippen"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
16900,426000,Schaltgetriebe,02/1989,unknown,170,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tempomat""]"
20500,131429,Schaltgetriebe,02/1991,02/2023,129,"[""Bluetooth"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
4500,280000,Schaltgetriebe,03/2003,03/2023,142,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
4500,258793,Schaltgetriebe,04/2002,unknown,231,"[""ABS"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2550,218000,Automatik,01/2002,05/2021,142,"[""ABS"", ""Armlehne"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Schiebedach"", ""Servolenkung"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
17999,215800,Schaltgetriebe,06/1987,02/2023,170,"[""ABS"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheinwerferreinigung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Tuner/Radio""]"
3749,290000,Schaltgetriebe,04/2001,06/2022,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
8500,155000,Automatik,01/2001,04/2022,170,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Blendfreies Fernlicht"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Pannenkit"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
2850,225000,Schaltgetriebe,09/2000,01/2022,0,"[""ABS"", ""Scheckheftgepflegt"", ""Tuner/Radio""]"
1450,199580,Schaltgetriebe,09/1998,03/2023,104,"[""ABS"", ""Leichtmetallfelgen""]"
2700,127500,Schaltgetriebe,09/2004,10/2021,115,"[""ABS"", ""Allwetterreifen"", ""Armlehne"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Reserverad"", ""Schiebedach"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""Zentralverriegelung""]"
1299,240000,Schaltgetriebe,05/2001,01/2021,170,"[""Leichtmetallfelgen"", ""Sitzheizung""]"
6450,210000,Schaltgetriebe,09/1999,08/2022,199,"[""ABS"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2400,241000,Schaltgetriebe,12/2003,11/2022,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4500,184115,Schaltgetriebe,04/2001,06/2022,170,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1100,180000,Automatik,05/1995,05/2022,102,"[""Leichtmetallfelgen""]"
8750,124800,Schaltgetriebe,01/2006,unknown,0,"[""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
12500,202000,Automatik,06/2004,09/2022,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5299,240000,Schaltgetriebe,03/2002,07/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5500,220000,Schaltgetriebe,05/1995,12/2021,149,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen""]"
4200,177000,Automatik,08/2000,05/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
3299,124000,Schaltgetriebe,07/2004,01/2022,115,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3400,88788,Automatik,10/1981,unknown,0,[]
2200,189000,Schaltgetriebe,03/2002,05/2022,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
6300,210000,unknown,03/2002,06/2021,231,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2800,243000,Schaltgetriebe,07/2001,10/2022,170,"[""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Tempomat"", ""Tuner/Radio""]"
1399,288000,Schaltgetriebe,10/2004,07/2021,115,"[""ABS"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
12500,107000,Schaltgetriebe,01/2004,09/2021,142,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
6300,222400,Schaltgetriebe,10/1996,07/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
9950,149000,unknown,10/2006,unknown,20,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
10000,120000,Schaltgetriebe,09/1991,04/2022,112,"[""Bluetooth"", ""Sitzheizung"", ""Tuner/Radio""]"
2000,400000,Schaltgetriebe,07/2004,04/2022,149,"[""ABS"", ""Tuner/Radio""]"
3400,189000,Schaltgetriebe,07/1999,09/2022,149,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
1400,238021,Schaltgetriebe,09/2001,04/2022,115,[]
7750,165000,Schaltgetriebe,03/1989,unknown,136,[]
4999,154300,Schaltgetriebe,07/2002,01/2022,0,"[""ABS"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
8890,141000,Schaltgetriebe,03/1998,09/2021,115,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Notrad"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
5000,194000,Schaltgetriebe,11/2002,10/2021,170,"[""ABS"", ""Bluetooth"", ""Tuner/Radio""]"
3000,199000,Schaltgetriebe,05/2004,05/2021,142,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1700,190000,Schaltgetriebe,02/2000,05/2022,104,"[""ABS"", ""Sitzheizung"", ""Tuner/Radio""]"
8500,173000,Automatik,07/2004,05/2022,191,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Reifendruckkontrolle"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Tempomat"", ""Traktionskontrolle"", ""Winterreifen"", ""Zentralverriegelung""]"
1600,140000,Schaltgetriebe,04/2002,10/2021,141,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
2323,243810,Schaltgetriebe,11/1997,04/2021,170,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
2950,186500,Schaltgetriebe,04/1996,unknown,115,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
8900,248300,Automatik,05/2005,09/2021,191,"[""ABS"", ""Armlehne"", ""Beheizbare Frontscheibe"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Gep\\xc3\\xa4ckraumabtrennung"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Regensensor"", ""Reserverad"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Schl\\xc3\\xbcssellose Zentralverriegelung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterpaket"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
9100,200000,Schaltgetriebe,05/2000,03/2023,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
8500,203000,Automatik,12/2006,02/2022,217,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Reifendruckkontrolle"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportsitze"", ""Standheizung"", ""Traktionskontrolle"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
1100,247890,Schaltgetriebe,10/2001,06/2021,119,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2699,259000,Automatik,10/1999,02/2023,170,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
11800,153000,Schaltgetriebe,01/1992,unknown,112,[]
9500,238000,Schaltgetriebe,04/2003,12/2023,191,"[""ABS"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Geschwindigkeitsbegrenzer"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Nebelscheinwerfer"", ""Pannenkit"", ""Radio DAB"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportpaket"", ""Tagfahrlicht"", ""Tempomat"", ""Traktionskontrolle"", ""Umklappbarer Beifahrersitz"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
3390,176302,Automatik,10/2000,02/2023,191,"[""ABS"", ""Leichtmetallfelgen"", ""Tempomat"", ""Tuner/Radio""]"
6900,248000,Schaltgetriebe,07/1999,09/2022,149,"[""ABS"", ""Alarmanlage"", ""Armlehne"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lordosenst\\xc3\\xbctze"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportpaket"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Umklappbarer Beifahrersitz"", ""Zentralverriegelung""]"
2100,250000,Schaltgetriebe,07/2000,12/2022,170,"[""ABS"", ""Leichtmetallfelgen"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
3500,224000,Schaltgetriebe,09/1990,unknown,100,"[""Tuner/Radio""]"
2799,170000,Schaltgetriebe,02/1994,03/2023,0,[]
1650,200000,Schaltgetriebe,01/2001,12/2022,115,"[""ABS"", ""Tempomat"", ""Tuner/Radio""]"
1550,129000,Schaltgetriebe,02/2003,07/2021,142,"[""ABS"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
5900,323000,Schaltgetriebe,05/1998,02/2023,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Scheckheftgepflegt"", ""Sitzheizung"", ""Tuner/Radio""]"
13899,186460,Automatik,04/2001,09/2021,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Tempomat"", ""Tuner/Radio""]"
2300,195000,Schaltgetriebe,01/2005,07/2022,115,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Tempomat"", ""Tuner/Radio""]"
4800,194000,Schaltgetriebe,05/2003,10/2021,142,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
1500,203675,Automatik,12/1994,03/2023,102,"[""Leichtmetallfelgen""]"
15600,145159,Schaltgetriebe,07/1991,03/2022,129,"[""ABS"", ""Alarmanlage"", ""Beheizbare Frontscheibe"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sportpaket"", ""Sportsitze"", ""Tuner/Radio"", ""Winterreifen""]"
8700,200000,Automatik,05/2005,unknown,191,"[""ABS"", ""Alarmanlage"", ""Anh\\xc3\\xa4ngerkupplung abnehmbar"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Kurvenlicht"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Reifendruckkontrolle"", ""Reserverad"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Skisack"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportpaket"", ""Sportsitze"", ""Tempomat"", ""Traktionskontrolle"", ""Umklappbarer Beifahrersitz"", ""Winterreifen"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
2000,260000,Schaltgetriebe,07/1995,04/2021,315,[]
5500,164000,Schaltgetriebe,06/2002,unknown,145,"[""ABS"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Freisprecheinrichtung"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nichtraucher-Fahrzeug"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Standheizung"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Zentralverriegelung""]"
3299,208157,Schaltgetriebe,02/2001,02/2023,170,"[""ABS"", ""Armlehne"", ""Bluetooth"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Schiebedach"", ""Servolenkung"", ""Skisack"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
6900,207500,Automatik,12/2001,12/2022,231,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
5200,200000,Automatik,01/2004,08/2022,142,"[""ABS"", ""Anh\\xc3\\xa4ngerkupplung fest"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Scheckheftgepflegt"", ""Tempomat"", ""Tuner/Radio""]"
2950,340000,Schaltgetriebe,03/1999,01/2023,205,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tuner/Radio""]"
14357,82226,Automatik,06/2003,unknown,231,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Innenspiegel autom. abblendend"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sommerreifen"", ""Soundsystem"", ""Sportfahrwerk"", ""Sportsitze"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
13999,95428,Automatik,08/2003,Neu,231,"[""ABS"", ""Armlehne"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Innenspiegel autom. abblendend"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Soundsystem"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
1500,280000,Automatik,04/1998,11/2022,170,"[""Leichtmetallfelgen"", ""Sitzheizung"", ""Tuner/Radio""]"
4000,230000,Automatik,02/2000,11/2021,231,"[""ABS"", ""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Navigationssystem"", ""Sitzheizung"", ""Tempomat"", ""Tuner/Radio""]"
2900,257300,Schaltgetriebe,01/2002,05/2022,170,"[""ABS"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Isofix"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Lichtsensor"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Regensensor"", ""Scheckheftgepflegt"", ""Scheinwerferreinigung"", ""Schiebedach"", ""Servolenkung"", ""Skisack"", ""Sommerreifen"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
3299,208157,Schaltgetriebe,03/2001,02/2023,170,"[""ABS"", ""Bluetooth"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
6490,186000,Schaltgetriebe,03/2001,07/2022,231,"[""ABS"", ""Armlehne"", ""Bluetooth"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""ESP"", ""Freisprecheinrichtung"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Raucherpaket"", ""Regensensor"", ""Scheinwerferreinigung"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportfahrwerk"", ""Sportpaket"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""USB"", ""Winterpaket"", ""Xenonscheinwerfer"", ""Zentralverriegelung""]"
18500,72000,Schaltgetriebe,11/1984,03/2023,89,"[""ABS"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Panorama-Dach"", ""Scheckheftgepflegt"", ""Schiebedach"", ""Sommerreifen"", ""Tuner/Radio""]"
1900,212872,Schaltgetriebe,06/1997,03/2022,102,"[""ABS"", ""Bluetooth"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Wegfahrsperre"", ""Lederlenkrad"", ""Notrad"", ""Schiebedach"", ""Servolenkung"", ""Tuner/Radio"", ""USB"", ""Winterreifen"", ""Zentralverriegelung""]"
3990,233500,Automatik,10/2003,11/2022,191,"[""ABS"", ""Bordcomputer"", ""CD-Spieler"", ""Elektr. Fensterheber"", ""Elektr. Seitenspiegel"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Lederlenkrad"", ""Leichtmetallfelgen"", ""Multifunktionslenkrad"", ""Navigationssystem"", ""Nebelscheinwerfer"", ""Nichtraucher-Fahrzeug"", ""Raucherpaket"", ""Scheckheftgepflegt"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportsitze"", ""Stahlfelgen"", ""Tempomat"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
5800,180000,Schaltgetriebe,04/2001,04/2022,170,"[""ABS"", ""Bordcomputer"", ""Elektr. Fensterheber"", ""Elektr. Sitzeinstellung"", ""Elektr. Wegfahrsperre"", ""ESP"", ""Leichtmetallfelgen"", ""Nebelscheinwerfer"", ""Servolenkung"", ""Traktionskontrolle"", ""Tuner/Radio"", ""Winterreifen"", ""Zentralverriegelung""]"
6000,182000,Automatik,11/1995,unknown,115,"[""Bluetooth"", ""Freisprecheinrichtung"", ""Leichtmetallfelgen"", ""Tuner/Radio""]"
13500,178000,Schaltgetriebe,03/1990,06/2022,129,[]
2999,171000,Schaltgetriebe,01/1994,02/2023,112,"[""ABS"", ""Elektr. Fensterheber"", ""Servolenkung"", ""Sitzheizung"", ""Sommerreifen"", ""Sportsitze""]"
